Original Name,Column_Prefix,Column_Suffix,New_Name_Formula,New_Name
"QNEW19r4 - Rent digital video entertainment where a digital file is downloaded to your device - Thinking about how you watch movies, how frequently do you do each of the following?",watch_movies,rent_digitial,watch_movies_rent_digitial,watch_movies_rent_digitial
"QNEW19r5 - Watch digital video entertainment via an online streaming service - Thinking about how you watch movies, how frequently do you do each of the following?",watch_movies,stream_digitial,watch_movies_stream_digitial,watch_movies_stream_digitial
"QNEW19r6 - Purchase/rent a video via your television service provider's On-Demand or Pay-Per-View service (i.e., via a set-top-box) - Thinking about how you watch movies, how frequently do you do each of the following?",watch_movies,pay_per_view,watch_movies_pay_per_view,watch_movies_pay_per_view
"QNEW20r1 - Rent a physical DVD/Blu-ray - Thinking about how you watch television programming, how frequently do you do each of the following?",watch_tv,rent_physical,watch_tv_rent_physical,watch_tv_rent_physical
"QNEW20r2 - Purchase a physical DVD/Blu-ray - Thinking about how you watch television programming, how frequently do you do each of the following?",watch_tv,purchase_physical,watch_tv_purchase_physical,watch_tv_purchase_physical
"QNEW20r3 - Purchase digital video entertainment to download onto your device via online service - Thinking about how you watch television programming, how frequently do you do each of the following?",watch_tv,purchase_digital,watch_tv_purchase_digital,watch_tv_purchase_digital
"QNEW20r4 - Watch digital video entertainment via an online streaming service - Thinking about how you watch television programming, how frequently do you do each of the following?",watch_tv,stream_digitial,watch_tv_stream_digitial,watch_tv_stream_digitial
"QNEW20r5 - Purchase/rent a video via your television service provider's On-Demand or Pay-Per-View service (i.e., via a set-top-box) - Thinking about how you watch television programming, how frequently do you do each of the following?",watch_tv,pay_per_view,watch_tv_pay_per_view,watch_tv_pay_per_view
"QNEW24 - Do you ever ""binge-watch"" television shows, meaning watching three or more episodes of a TV series in one sitting?",binge_watch,,binge_watch,binge_watch
QNEW28 - How frequently do you use a friend or family member's (someone not living in your household) subscription login information to watch digital content?,password_sharing_freq,,password_sharing_freq,password_sharing_freq
"QNEW29 - When you use a friend or family member's subscription login information to watch digital content, what type of content do you most often watch?",password_sharing_content,,password_sharing_content,password_sharing_content
Q73r2 - Read for work and/or school - Which are things you typically do while watching your home television system?,activity_while_watching_tv,work,activity_while_watching_tv_work,activity_while_watching_tv_work
Q73r3 - Read for pleasure - Which are things you typically do while watching your home television system?,activity_while_watching_tv,reading,activity_while_watching_tv_reading,activity_while_watching_tv_reading
Q73r4 - Browse and surf the Web - Which are things you typically do while watching your home television system?,activity_while_watching_tv,web,activity_while_watching_tv_web,activity_while_watching_tv_web
Q73r5 - Microblogging - Which are things you typically do while watching your home television system?,activity_while_watching_tv,twitter,activity_while_watching_tv_twitter,activity_while_watching_tv_twitter
Q73r6 - Read email - Which are things you typically do while watching your home television system?,activity_while_watching_tv,read_email,activity_while_watching_tv_read_email,activity_while_watching_tv_read_email
Q73r7 - Write email - Which are things you typically do while watching your home television system?,activity_while_watching_tv,write_email,activity_while_watching_tv_write_email,activity_while_watching_tv_write_email
Q73r8 - Text message - Which are things you typically do while watching your home television system?,activity_while_watching_tv,text,activity_while_watching_tv_text,activity_while_watching_tv_text
Q73r9 - Use a social network - Which are things you typically do while watching your home television system?,activity_while_watching_tv,social_network,activity_while_watching_tv_social_network,activity_while_watching_tv_social_network
Q73r10 - Talk on the phone - Which are things you typically do while watching your home television system?,activity_while_watching_tv,phone,activity_while_watching_tv_phone,activity_while_watching_tv_phone
Q73r11 - Browse for products and services online - Which are things you typically do while watching your home television system?,activity_while_watching_tv,browse_products,activity_while_watching_tv_browse_products,activity_while_watching_tv_browse_products
Q73r12 - Purchase products and services online - Which are things you typically do while watching your home television system?,activity_while_watching_tv,purchase_products,activity_while_watching_tv_purchase_products,activity_while_watching_tv_purchase_products
Q73r13 - Play video games - Which are things you typically do while watching your home television system?,activity_while_watching_tv,video_games,activity_while_watching_tv_video_games,activity_while_watching_tv_video_games
"Q39r1 - I would rather pay for news online in exchange for not being exposed to advertisements. - Using the scale below, please indicate how much you agree or disagree with the following statements. If the question does not apply to you, choose ""N/A.""",willing_to_pay_no_ads,news,willing_to_pay_no_ads_news,willing_to_pay_no_ads_news
"Q39rNEW1 - I would rather pay for sports information online in exchange for not being exposed to advertisements. - Using the scale below, please indicate how much you agree or disagree with the following statements. If the question does not apply to you, c",willing_to_pay_no_ads,sports,willing_to_pay_no_ads_sports,willing_to_pay_no_ads_sports
"Q39rNEW2 - I would rather pay for games online in exchange for not being exposed to advertisements. - Using the scale below, please indicate how much you agree or disagree with the following statements. If the question does not apply to you, choose ""N/A.""",willing_to_pay_no_ads,games,willing_to_pay_no_ads_games,willing_to_pay_no_ads_games
"Q39rNEW3 - I would rather pay for music online in exchange for not being exposed to advertisements. - Using the scale below, please indicate how much you agree or disagree with the following statements. If the question does not apply to you, choose ""N/A.""",willing_to_pay_no_ads,music,willing_to_pay_no_ads_music,willing_to_pay_no_ads_music
"Q39rNEW4 - I would rather pay for TV shows online in exchange for not being exposed to advertisements. - Using the scale below, please indicate how much you agree or disagree with the following statements. If the question does not apply to you, choose ""N/A",willing_to_pay_no_ads,tv,willing_to_pay_no_ads_tv,willing_to_pay_no_ads_tv
"Q39rNEW5 - I would rather pay for movies online in exchange for not being exposed to advertisements. - Using the scale below, please indicate how much you agree or disagree with the following statements. If the question does not apply to you, choose ""N/A.""",willing_to_pay_no_ads,movies,willing_to_pay_no_ads_movies,willing_to_pay_no_ads_movies
"Q39r2 - I would be willing to provide more personal information online if that meant I could receive advertising more targeted to my needs and interests. - Using the scale below, please indicate how much you agree or disagree with the following statements.",target_ads,,target_ads,target_ads
"Q39r3 - By providing more personal information online, I am worried about becoming a victim of identity theft. - Using the scale below, please indicate how much you agree or disagree with the following statements. If the question does not apply to you, cho",worried_identity_theft,,worried_identity_theft,worried_identity_theft
"Q39r4 - I would be willing to view advertising with my streaming video programming if it significantly reduced the cost of the subscription.(e.g., reduced subscription cost by 25%) - Using the scale below, please indicate how much you agree or disagree wit",ads_cheaper_subscription,,ads_cheaper_subscription,ads_cheaper_subscription
Q89 - Which of the following is your most frequently used mechanism to get news?,news_source,,news_source,news_source
FINAL WEIGHTS,final_weights,,final_weights,final_weights
